Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
HH1,Households (transport),Carbon dioxide equivalents,2018.03,2015,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2018.06,1940,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2018.09,1900,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2018.12,2062,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2019.03,2010,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2019.06,1939,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2019.09,1907,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2019.12,2062,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2020.03,1988,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2020.06,1302,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2020.09,1914,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2020.12,2141,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2021.03,2022,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2021.06,2030,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2021.09,1630,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2021.12,1871,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2022.03,1835,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2022.06,1809,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2022.09,1850,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2022.12,1947,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2023.03,1886,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2023.06,1874,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2023.09,1751,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2023.12,1929,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2024.03,1886,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2024.06,1779,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2024.09,1806,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2024.12,1920,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2010.03,96,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2010.06,171,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2010.09,218,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2010.12,119,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2011.03,132,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2011.06,149,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2011.09,205,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2011.12,121,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2012.03,103,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2012.06,172,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2012.09,215,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2012.12,135,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2013.03,81,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2013.06,174,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2013.09,218,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2013.12,129,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2014.03,99,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2014.06,167,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2014.09,226,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2014.12,143,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2015.03,97,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2015.06,177,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2015.09,247,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2015.12,145,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2016.03,95,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2016.06,165,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2016.09,232,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2016.12,147,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2017.03,113,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2017.06,182,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2017.09,241,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2017.12,137,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2018.03,109,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2018.06,184,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2018.09,236,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2018.12,147,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2019.03,98,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2019.06,183,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2019.09,242,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2019.12,156,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2020.03,112,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2020.06,177,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2020.09,249,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2020.12,152,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2021.03,106,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2021.06,182,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2021.09,251,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2021.12,153,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2022.03,105,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2022.06,173,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2022.09,237,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2022.12,151,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2023.03,109,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2023.06,177,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2023.09,244,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2023.12,153,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2024.03,117,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2024.06,191,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2024.09,234,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2024.12,146,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2010.03,53,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2010.06,53,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2010.09,53,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2010.12,55,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2011.03,56,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2011.06,56,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2011.09,56,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2011.12,58,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2012.03,57,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2012.06,57,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2012.09,57,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2012.12,58,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2013.03,58,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2013.06,58,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2013.09,58,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2013.12,60,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2014.03,59,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2014.06,60,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2014.09,61,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2014.12,62,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2015.03,63,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2015.06,65,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2015.09,69,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2015.12,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2016.03,68,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2016.06,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2016.09,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2016.12,68,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2017.03,67,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2017.06,65,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2017.09,66,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2017.12,67,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2018.03,65,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2018.06,67,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2018.09,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2018.12,67,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2019.03,65,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2019.06,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2019.09,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2019.12,66,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2020.03,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2020.06,56,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2020.09,63,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2020.12,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2021.03,62,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2021.06,60,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2021.09,56,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2021.12,59,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2022.03,60,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2022.06,60,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2022.09,61,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2022.12,63,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2023.03,62,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2023.06,62,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2023.09,61,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2023.12,63,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2024.03,62,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2024.06,61,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2024.09,62,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Households (other),Carbon dioxide equivalents,2024.12,63,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2010.03,38,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2010.06,54,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2010.09,52,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2010.12,39,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2011.03,57,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2011.06,43,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2011.09,46,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2011.12,38,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.03,41,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.06,50,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.12,42,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.03,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.06,52,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.09,53,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.12,41,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2014.03,39,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2014.06,52,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2014.09,50,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2014.12,39,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2015.03,38,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2015.06,53,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2015.09,50,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2015.12,40,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2016.03,38,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2016.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2016.09,51,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2016.12,41,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2017.03,42,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2017.06,49,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2017.09,52,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2017.12,37,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2018.03,45,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2018.06,49,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2018.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2018.12,37,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2019.03,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2019.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2019.09,53,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2019.12,42,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2020.03,39,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2020.06,47,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2020.09,52,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2020.12,41,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.03,36,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.09,54,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.12,39,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.03,37,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.06,50,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.09,53,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.12,41,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.03,37,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.06,50,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.09,52,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.12,39,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2024.03,38,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2024.06,48,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2024.09,50,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2024.12,38,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.03,1859,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.06,1851,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.09,1890,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.12,1907,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2011.03,1878,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2011.06,1831,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2011.09,1896,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2011.12,1894,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2012.03,1828,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2012.06,1847,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2012.09,1867,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2012.12,1912,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2013.03,1827,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2013.06,1775,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2013.09,1895,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2013.12,1914,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2014.03,1829,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2014.06,1850,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2014.09,1920,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2014.12,1986,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.03,1942,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.06,1935,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.09,2026,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.12,2081,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2016.03,2007,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2016.06,1959,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2016.09,2077,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2016.12,2125,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2017.03,2096,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2017.06,2104,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2017.09,2118,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2017.12,2195,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2018.03,2088,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2018.06,2087,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2018.09,2097,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2018.12,2185,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2019.03,2086,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2019.06,2082,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2019.09,2108,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2019.12,2188,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.03,2072,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.06,1445,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.09,2122,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.12,2264,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.03,2105,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.06,2172,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.09,1839,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.12,1997,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2022.03,1917,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2022.06,1944,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2022.09,2046,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2022.12,2071,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2023.03,1973,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2023.06,2014,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2023.09,1955,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2023.12,2058,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2024.03,1981,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2024.06,1935,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2024.09,2003,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2024.12,2043,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2010.03,1953,Actual,Kilotonnes,Carbon dioxide equivalents
